Programa,Fines de Aprendizaje del Programa,Semestre,Clave de UF (GCA),Unidad de Formación,Tipo de UF,Semanas de la UF,Créditos Académicos de la UF,Criterios de Evaluación,Tipo de Evaluación,Formato de Impartición,"Otras Propiedades (ED, LAB, SOS, SH)",Competencia común ,Clave de la competencia,Disciplina de la Competencia,Nombre de la competencia,Descripción de la competencia,Subcompetencia común,Clave de la subcompetencia,Disciplina de la Subcompetencia,Nombre de la subcompetencia,Descripción de la subcompetencia,Elemento común,Clave del elemento,Elemento (Fin de Aprendizaje de la UF),Temas,Duración del Tema,Subtemas
['INGE26'],Designing and Developing Efficient and Scalable Information Systems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-IN29-0B10000'],,['Analysis of Algorithms'],['Complexity Theory Applications for Evaluating and Comparing Different Algorithms'],['6'],['PR-INF26-0A10002'],,['Research'],['Designs and implements solutions for specific problems using programming languages.'],['6'],['PR-IN29-0B10000'],Developing the capacity for critical analysis.,Operating Systems,['6'],['Program']
['INGE26'],Designing and Developing Information Systems for Decision Making.,['6'],,Analysis,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-IN29-0B10000'],,['Theoretical and Historical Foundation'],Ground your design proposals through the application of principles from the theory and history of engineering and information from diverse inclusive perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],PR-INGE28-0B10002,['Systemic Thinking Development'],System Modeling Techniques.,['6'],
['INGE26'],['Designing and Developing Information Systems for Decision Making.'],['6'],,['Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals through the application of principles from the theory and history of engineering and information from diverse inclusive perspectives.'],['6'],['PR-INGE28-0B10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE28-0B10002'],['Systemic Thinking Development'],Data Analysis and Visualization.,['6'],['Program']
['INGE26'],Develop Effective Communication Skills in English for Interaction with Native and Non-Native Speakers.,['6'],,Communication,['Subject'],['6'],['6'],,['Development'],Online,,['6'],PR-INGL-0B1A001,,Linguistic Foundation,Ground your communication proposals by applying the principles of English grammar and phonetics.,['6'],['PR-INGL-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGL-0B1A001'],Developing Auditory Comprehension.,Active Listening Techniques.,['6'],
['INGE26'],Analyze and comprehend texts in English to apply knowledge in various contexts.,['6'],,['Communication'],['Subject'],['6'],['6'],,['Development'],['Online'],,['6'],['PR-INGL-0B1A001'],,['Linguistic Foundation'],['Ground your communication proposals by applying the principles of English grammar and phonetics.'],['6'],['PR-INGL-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGL-0B1A001'],Develop Reading Comprehension,Complex Text Analysis.,['6'],['Program']
['INGE26'],Developing skills for analysis and problem-solving in engineering.,['6'],,Calculator,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,Foundations of Engineering,Ground your design proposals by applying the principles of engineering theory and history from diverse inclusion perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],
['INGE26'],Engineering System Analysis and Design for Problem Solving.,['6'],,['Calculator'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Foundations of Engineering'],['Ground your design proposals by applying the principles of engineering theory and history from diverse inclusion perspectives.'],['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],Complex Systems Analysis.,['6'],['Program']
['ARQ26'],Design and develop information technology solutions for complex problems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],Foundations of design proposals based on the application of principles from the theory and history of computer science and computing from various inclusion perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],
['ARQ26'],Design and Develop Information Systems to Solve Complex Problems Environments.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],['Foundations of design proposals based on the application of principles from the theory and history of computer science and computing from various inclusion perspectives.'],['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],['Complex Systems Analysis.'],['6'],['Program']
['INGE26'],Develop skills for analyzing and resolving problems in the area of software engineering.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGL-0B1A001'],,['Analysis of Algorithms'],Design and analyze algorithms for solving problems in software engineering.,['6'],['PR-INGL-0B1A001'],,['Research'],Conduct research on specific problems in the area of software engineering.,['6'],['PR-INGL-0B1A001'],Develop programming skills.,Advanced Programming Techniques.,['6'],
['INGE26'],Design and develop innovative solutions in the field of software engineering.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGL-0B1A001'],,['Analysis of Algorithms'],['Design and analyze algorithms for solving problems in software engineering.'],['6'],['PR-INGL-0B1A001'],,['Research'],['Conduct research on specific problems in the area of software engineering.'],['6'],['PR-INGL-0B1A001'],['Develop programming skills.'],Software Development Projects,['6'],['Program']
['ARQ26'],Computer Systems Analysis and Design.,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],Ground your design proposals through the application of principles from the theory and history of computer science and information technology from various inclusion perspectives.,['6'],['PR-INF26-0A10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Introduction to Complex Systems.'],['6'],
['ARQ26'],Design and Implement Effective Algorithms for Specific Problems,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals through the application of principles from the theory and history of computer science and information technology from various inclusion perspectives.'],['6'],['PR-INF26-0A10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],['Program']
['ARQ26'],Develop skills in programming and data analysis for solving business problems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],"Ground your design proposals by applying the principles of programming theory, history, and data analysis.",['6'],['PR-INF26-0A10002'],,['Research'],"Develop research for the construction of solutions, projects or products using various methodologies and technological tools.",['6'],PR-ING26-0I1A003,['Systemic Thinking Development'],['Complex Text Analysis.'],['6'],
['ARQ26'],Develop innovative solutions using programming tools and languages in the corporate context.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-ING26-0I1A003'],,['Theoretical and Historical Foundation'],"['Ground your design proposals by applying the principles of programming theory, history, and data analysis.']",['6'],['PR-ING26-0I1A003'],,['Research'],"['Develop research for the construction of solutions, projects or products using various methodologies and technological tools.']",['6'],['PR-ING26-0I1A003'],['Systemic Thinking Development'],Design of Efficient Algorithms.,['6'],['Program']
Software Engineering,Develop skills for analyzing and designing computer solutions.,['6'],,Requirements Analysis,['Subject'],['6'],['6'],,['Development'],Virtual,,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],Ground your design proposals through the application of principles from the theory and history of software.,['6'],['PR-INGE28-0B10002'],,['Research'],Develop research for the construction of IT solutions using various methodologies and technological tools.,['6'],['PR-INGE28-0B10002'],['Systemic Thinking Development'],Software Design Techniques,['6'],
['Software Engineering'],Developing skills for implementing and testing computer solutions.,['6'],,['Requirements Analysis'],['Subject'],['6'],['6'],,['Development'],['Virtual'],,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals through the application of principles from the theory and history of software.'],['6'],['PR-INGE28-0B10002'],,['Research'],['Develop research for the construction of IT solutions using various methodologies and technological tools.'],['6'],['PR-INGE28-0B10002'],['Systemic Thinking Development'],Software Testing and Debugging,['6'],['Program']
['ARQ26'],Complex Problem Solving Using Programming Languages,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],Foundations of your design proposals based on the application of principles from computer science theory and history.,['6'],['PR-INF26-0A10002'],,['Research'],Develop research for the construction of algorithms and programs using various methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],
['ARQ26'],Design and Implement Secure and Scalable Information Systems,['6'],,Information Systems,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],['Foundations of your design proposals based on the application of principles from computer science theory and history.'],['6'],['PR-INF26-0A10002'],,['Research'],Develop research for the construction of information systems using various methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Complex Systems Analysis.'],['6'],['Program']
POLI26,Develop skills for analyzing and evaluating public policies.,['6'],,Political Analysis,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POLI26-0A10001,,['Theoretical and Historical Foundation'],Ground your policy analysis by applying the principles of public policy theory and history from different perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],Develop Critical Thinking.,['Information Synthesis Techniques.'],['6'],
['POLI26'],Design and Implement Public Policies That Promote Social Welfare.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Ground your public policy proposals by applying the principles of theory and history of public policy from different perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],['Systemic Thinking Development'],['Complex Systems Analysis.'],['6'],['Program']
['POLI26'],Develop skills for analyzing and resolving complex political problems.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POLIT27-0B1A001,,['Theoretical and Historical Foundation'],Ground your public policy proposals through the application of principles from political theory and history from diverse perspectives.,['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Develop Critical Thinking.'],Political Information Analysis.,['6'],
['POLI26'],Ethical Principles and Values Application in Political Decision-Making.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLIT27-0B1A001'],,['Theoretical and Historical Foundation'],['Ground your public policy proposals through the application of principles from political theory and history from diverse perspectives.'],['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Develop Critical Thinking.'],Political Impact Analysis,['6'],
CIEN22,Develop skills for analyzing and solving complex scientific problems.,['6'],,Physics,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-SCI22-0C1B001,,['Theoretical and Historical Foundation'],Ground your research proposals scientifically by applying the principles of scientific theory and history from different perspectives.,['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Developing Scientific Thinking.,Scientific Information Synthesis Techniques.,['6'],
['CIEN22'],Applying principles of experimentation and design for solving scientific problems.,['6'],,['Physics'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-SCI22-0C1B001'],,['Theoretical and Historical Foundation'],['Ground your research proposals scientifically by applying the principles of scientific theory and history from different perspectives.'],['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Developing Experimental Thinking,Scientific Data Analysis,['6'],['Program']
['POLI26'],Developing and implementing public policies that address global challenges.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POLI-0B1A0001,,Theory of Politics,Foundations of political analysis through the application of principles from different perspectives of political theory.,['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],Develop Critical Thinking Abilities.,Statistical Data Analysis,['6'],
['POLI26'],Designing and implementing public policies that promote sustainable development.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI-0B1A0001'],,['Theory of Politics'],['Foundations of political analysis through the application of principles from different perspectives of political theory.'],['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],['Develop Critical Thinking Abilities.'],['Information Synthesis Techniques.'],['6'],
['CIEN22'],Develop and advance scientific methods for solving complex problems.,['6'],,Scientific Methodology,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-CIEN-0B2A0001,,Theory of Science,Foundate your scientific analyses by means of the application of principles from different perspectives of science theory.,['6'],['PR-CIEN-0B2A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-CIEN-0B2A0001'],['Systemic Thinking Development'],['Complex Systems Analysis.'],['6'],['Program']
['POLI26'],Analysis and Resolution of Political and Social Problems in the Mexican Context.,['6'],,Constitutional Law,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],"Country Development, Political and Social Evolution, Independence to Present",['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on political and social themes using diverse methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Develop effective communication skills.,Analysis of Mexican Public Policy,['6'],
['POLI26'],Design and Implement Public Policies that Ensure Social and Economic Well-being in Mexico.,['6'],,Political Economy,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Economic Evolution of the Country from Independence to Present Day.,['6'],['PR-POLI26-0A10001'],,['Research'],Develop research on economic and social themes using various methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Develop Critical Thinking Skills,Assessment of Public Policies in Mexico.,['6'],['Program']
['POLI26'],['Develop skills for analyzing and resolving complex political problems.'],['6'],,Critical Policy Analysis,Politics,['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Ground your political arguments using relevant concepts and theories.,['6'],['PR-POLI26-0A10001'],,['Research'],"Develop research for the construction of proposals, projects or products related to policy.",['6'],['PR-POLI26-0A10001'],['Develop Critical Thinking.'],['Statistical Data Analysis'],['6'],
['POLI26'],Applying Political Concepts and Theories to Develop Innovative Solutions for Social Problems.,['6'],,['Critical Policy Analysis'],['Politics'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],['Ground your political arguments using relevant concepts and theories.'],['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products related to policy.']",['6'],['PR-POLI26-0A10001'],Developing innovative thinking.,Public Policy Design,['6'],
['CIEN22'],['Develop skills for analyzing and solving complex scientific problems.'],['6'],,Scientific Method,Science,['6'],['6'],,['Development'],['On-site'],,['6'],PR-CIEN22-0A2C001,,['Theoretical and Historical Foundation'],Ground your scientific arguments using relevant concepts and theories.,['6'],['PR-CIEN22-0A2C001'],,['Research'],"Develop research for the construction of proposals, projects or products related to science.",['6'],['PR-CIEN22-0A2C001'],['Develop Critical Thinking.'],['Statistical Data Analysis'],['Program'],['Learning Program Outcomes']
['POLI26'],Effective Public Policy Analysis and Design.,['6'],,Public Policy,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,Social-Political Problem Analysis,"Causes, Local Social and Political Problems Analysis and Consequences",National and International.,['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on the implementation of public policies in different contexts.,['6'],['PR-POLI26-0A10001'],Developing skills for effective communication.,Presentation and Defense Techniques of Projects.,['6']
['POLI26'],Assessment of public policy impact on society.,['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Social-Political Problem Analysis'],"['Causes, Local Social and Political Problems Analysis and Consequences']",['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on evaluating the impact of public policies in different contexts.,['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],Data Analysis and Statistics,['6']
['CIEN22'],Mathematical Model Design and Application for Scientific Problem-Solving.,['6'],,Physical Sciences,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-SCI22-0A20000,,['Complex Systems Analysis.'],"Complex Systems, Determining Influencing Variables",['6'],['PR-SCI22-0A20000'],,['Research'],Develops research on the application of mathematical models to solve scientific problems.,['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation and Defense Techniques of Projects.'],['6'],
['INGE26'],Industrial Automation System Design and Development.,['6'],,Industrial Engineering,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-INGE32-0A30000,,Industrial Process Analysis,Industrial Processes Analysis and Identification of Influential Variables,['6'],['PR-INGE32-0A30000'],,['Research'],Develop investigations on the application of industrial automation technologies.,['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],Design and Development of Prototypes.,['6'],['Program']
['POLI26'],['Effective Public Policy Analysis and Design.'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Social-Political Problem Analysis'],"['Causes, Local Social and Political Problems Analysis and Consequences']",['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develops research on the implementation of public policies in different contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Presentation and Defense Techniques of Projects.'],['6']
['POLI26'],['Assessment of public policy impact on society.'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Social-Political Problem Analysis'],"['Causes, Local Social and Political Problems Analysis and Consequences']",['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develops research on evaluating the impact of public policies in different contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Data Analysis and Statistics'],['6']
['CIEN22'],['Mathematical Model Design and Application for Scientific Problem-Solving.'],['6'],,['Physical Sciences'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-SCI22-0A20000'],,['Complex Systems Analysis.'],"['Complex Systems, Determining Influencing Variables']",['6'],['PR-SCI22-0A20000'],,['Research'],['Develops research on the application of mathematical models to solve scientific problems.'],['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation and Defense Techniques of Projects.'],['6'],
['INGE26'],['Industrial Automation System Design and Development.'],['6'],,['Industrial Engineering'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE32-0A30000'],,['Industrial Process Analysis'],['Industrial Processes Analysis and Identification of Influential Variables'],['6'],['PR-INGE32-0A30000'],,['Research'],['Develop investigations on the application of industrial automation technologies.'],['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],['Design and Development of Prototypes.'],['6'],['Program']
['POLI26'],Critical and Creative Analysis of Public Policies to Address Social Challenges.,['6'],,Evaluation of Policies,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POL24-0P1A001,,['Theoretical and Historical Foundation'],Ground your public policy proposals through the application of principles from theory and history of public policy and government management from different inclusive perspectives.,['6'],['PR-POL24-0P1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Systemic Thinking Development'],Analysis of Complex Public Policies.,['6'],
['POLI26'],Design and evaluation of social programs to address public health problems.,['6'],,['Evaluation of Policies'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POL24-0P1A001'],,['Theoretical and Historical Foundation'],['Ground your public policy proposals through the application of principles from theory and history of public policy and government management from different inclusive perspectives.'],['6'],['PR-POL24-0P1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Systemic Thinking Development'],Public Health Data Analysis,['6'],['Program']
['POLI26'],Analyze and Evaluate Public Policies for Effective Decision-Making in the Local and National Sphere.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Ground public policies from a critical and analytical perspective.,['6'],['PR-POL24-0P1A001'],,['Research'],Conduct research for the evaluation of public policies and propose improvements.,['6'],['PR-POL24-0P1A001'],['Develop Critical Thinking.'],Data Analysis for Decision Making.,['6'],
['POLI26'],Design and Implement Public Policy Programs that Solve Social and Environmental Problems.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POL24-0P1A001'],,['Theoretical and Historical Foundation'],['Ground public policies from a critical and analytical perspective.'],['6'],['PR-POL24-0P1A001'],,['Research'],['Conduct research for the evaluation of public policies and propose improvements.'],['6'],['PR-POL24-0P1A001'],['Systemic Thinking Development'],['Complex Systems Analysis.'],['6'],['Program']
