Programa,Fines de Aprendizaje del Programa,Semestre,Clave de UF (GCA),Unidad de Formación,Tipo de UF,Semanas de la UF,Créditos Académicos de la UF,Criterios de Evaluación,Tipo de Evaluación,Formato de Impartición,"Otras Propiedades (ED, LAB, SOS, SH)",Competencia común ,Clave de la competencia,Disciplina de la Competencia,Nombre de la competencia,Descripción de la competencia,Subcompetencia común,Clave de la subcompetencia,Disciplina de la Subcompetencia,Nombre de la subcompetencia,Descripción de la subcompetencia,Elemento común,Clave del elemento,Elemento (Fin de Aprendizaje de la UF),Temas,Duración del Tema,Subtemas
['INGE26'],Design and Develop Efficient and Scalable Computer Systems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-IN29-0B10000'],,['Algorithm Analysis'],['Complexity Theory for Evaluating and Comparing Different Algorithms'],['6'],['PR-INF26-0A10002'],,['Research'],['Designs and implements solutions for specific problems using programming languages.'],['6'],['PR-IN29-0B10000'],Develop Critical Analysis Skills.,Operating Systems.,['6'],['Program']
['INGE26'],Design and develop information systems for decision-making.,['6'],,Analytics,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-IN29-0B10000'],,['Theoretical and Historical Foundation'],Ground your design proposals by applying the principles of engineering and information theory from various inclusive perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],PR-INGE28-0B10002,['Systemic Thinking Development'],System Modeling Techniques.,['6'],
['INGE26'],['Design and develop information systems for decision-making.'],['6'],,['Analytics'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals by applying the principles of engineering and information theory from various inclusive perspectives.'],['6'],['PR-INGE28-0B10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE28-0B10002'],['Systemic Thinking Development'],Data Analysis and Visualization.,['6'],['Program']
['INGE26'],Developing Effective Communication Skills in English for Interaction with Native and Non-Native Speakers.,['6'],,Communication,['Subject'],['6'],['6'],,['Development'],Online,,['6'],PR-INGL-0B1A001,,Linguistic Foundation,Ground your communication proposals through the application of English grammar and phonetics principles.,['6'],['PR-INGL-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGL-0B1A001'],Developing Auditory Comprehension.,Active Listening Techniques.,['6'],
['INGE26'],Analyze and comprehend texts in English to apply knowledge in different contexts.,['6'],,['Communication'],['Subject'],['6'],['6'],,['Development'],['Online'],,['6'],['PR-INGL-0B1A001'],,['Linguistic Foundation'],['Ground your communication proposals through the application of English grammar and phonetics principles.'],['6'],['PR-INGL-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGL-0B1A001'],Developing Reading Comprehension,Complex Text Analysis,['6'],['Program']
['INGE26'],Develop skills for analysis and problem-solving in engineering.,['6'],,Calculator,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,Foundations of Engineering,Ground your design proposals through the application of principles from engineering theory and history from diverse inclusive perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],
['INGE26'],Design and analysis of systems for engineering problem-solving.,['6'],,['Calculator'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Foundations of Engineering'],['Ground your design proposals through the application of principles from engineering theory and history from diverse inclusive perspectives.'],['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],Complex Systems Analysis,['6'],['Program']
['ARQ26'],Designing and developing software solutions for complex problems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],Base your design proposals by applying the principles of computer science theory and history from different inclusion perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],
['ARQ26'],Design and develop information systems to solve complex problems in complex environments.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],['Base your design proposals by applying the principles of computer science theory and history from different inclusion perspectives.'],['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systemic Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
['INGE26'],Develop skills for analyzing and solving problems in the area of software engineering.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGL-0B1A001'],,['Algorithm Analysis'],Software Engineering Problem-Solving Algorithms Design,['6'],['PR-INGL-0B1A001'],,['Research'],Conduct research on specific problems in the field of software engineering.,['6'],['PR-INGL-0B1A001'],Develop programming skills.,Advanced Programming Techniques.,['6'],
['INGE26'],Design and develop innovative solutions in the field of software engineering.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGL-0B1A001'],,['Algorithm Analysis'],['Software Engineering Problem-Solving Algorithms Design'],['6'],['PR-INGL-0B1A001'],,['Research'],['Conduct research on specific problems in the field of software engineering.'],['6'],['PR-INGL-0B1A001'],['Develop programming skills.'],Software Development Projects,['6'],['Program']
['ARQ26'],Computer Systems Analysis and Design,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],Ground your design proposals by applying the principles of computer science and information theory from various inclusion perspectives.,['6'],['PR-INF26-0A10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Introduction to Complex Systems.'],['6'],
['ARQ26'],Design and Implement Effective Algorithms for Specific Problems.,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals by applying the principles of computer science and information theory from various inclusion perspectives.'],['6'],['PR-INF26-0A10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],['Program']
['ARQ26'],Developing skills in programming and data analysis for solving problems in the corporate sphere.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],"Ground your design proposals through the application of principles from programming theory, history, and data analysis.",['6'],['PR-INF26-0A10002'],,['Research'],"Develop research for the construction of solutions, projects or products utilizing diverse methodologies and technological tools.",['6'],PR-ING26-0I1A003,['Systemic Thinking Development'],['Complex Text Analysis'],['6'],
['ARQ26'],Applying programming tools and languages to develop innovative solutions in the business arena.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-ING26-0I1A003'],,['Theoretical and Historical Foundation'],"['Ground your design proposals through the application of principles from programming theory, history, and data analysis.']",['6'],['PR-ING26-0I1A003'],,['Research'],"['Develop research for the construction of solutions, projects or products utilizing diverse methodologies and technological tools.']",['6'],['PR-ING26-0I1A003'],['Systemic Thinking Development'],Design of Efficient Algorithms,['6'],['Program']
Software Engineering,Develop skills for analyzing and designing computer solutions.,['6'],,Requirements Analysis,['Subject'],['6'],['6'],,['Development'],Virtual,,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],Ground your design proposals through the application of principles from the theory and history of software.,['6'],['PR-INGE28-0B10002'],,['Research'],Develops research for the construction of computational solutions using various methodologies and technological tools.,['6'],['PR-INGE28-0B10002'],['Systemic Thinking Development'],Software Design Techniques,['6'],
['Software Engineering'],Develop skills to implement and test computer solutions.,['6'],,['Requirements Analysis'],['Subject'],['6'],['6'],,['Development'],['Virtual'],,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals through the application of principles from the theory and history of software.'],['6'],['PR-INGE28-0B10002'],,['Research'],['Develops research for the construction of computational solutions using various methodologies and technological tools.'],['6'],['PR-INGE28-0B10002'],['Systemic Thinking Development'],Software Testing and Debugging.,['6'],['Program']
['ARQ26'],Complex Problem Solving using Programming Languages,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],Base your design proposals on the application of the principles of computer theory and history.,['6'],['PR-INF26-0A10002'],,['Research'],Develops research for the construction of algorithms and programs using various methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Information Synthesis Techniques.'],['6'],
['ARQ26'],Design and Implement Secure and Scalable Information Systems,['6'],,Systems of Information,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],['Base your design proposals on the application of the principles of computer theory and history.'],['6'],['PR-INF26-0A10002'],,['Research'],Develop research for the construction of information systems using various methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Systemic Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
POLI26,Develop skills for analyzing and evaluating public policies.,['6'],,Political Analysis,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POLI26-0A10001,,['Theoretical and Historical Foundation'],Ground your analysis of public policies by applying the principles of theory and history of public policy from different perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],Develop Critical Thinking.,['Information Synthesis Techniques.'],['6'],
['POLI26'],Designing and implementing public policies that promote social well-being.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Ground your policy proposals through the application of principles from public policy theory and history from various perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],['Systemic Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
['POLI26'],Develop skills for analyzing and resolving complex political problems.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POLIT27-0B1A001,,['Theoretical and Historical Foundation'],Base Public Policy Proposals on the Application of Principles from Political Theory and History from Different Perspectives.,['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Develop Critical Thinking.'],Political Information Analysis,['6'],
['POLI26'],Ethics and Values Principles in Political Decision Making.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLIT27-0B1A001'],,['Theoretical and Historical Foundation'],['Base Public Policy Proposals on the Application of Principles from Political Theory and History from Different Perspectives.'],['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Develop Critical Thinking.'],Political Impact Analysis.,['6'],
CIEN22,Develop skills for analyzing and solving complex scientific problems.,['6'],,Physics,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-SCI22-0C1B001,,['Theoretical and Historical Foundation'],Ground your research proposals scientifically by applying the principles of scientific theory and history from different perspectives.,['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Develop scientific thinking.,Scientific Information Synthesis Techniques.,['6'],
['CIEN22'],Apply principles of experimentation and design to solve scientific problems.,['6'],,['Physics'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-SCI22-0C1B001'],,['Theoretical and Historical Foundation'],['Ground your research proposals scientifically by applying the principles of scientific theory and history from different perspectives.'],['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Developing Experimental Thinking.,Scientific Data Analysis,['6'],['Program']
['POLI26'],Global Challenges Policy Development and Implementation,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POLI-0B1A0001,,Theory of Politics,Ground your political analyses through the application of principles from diverse theoretical perspectives in politics.,['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],Develop critical thinking skills.,Statistical Data Analysis,['6'],
['POLI26'],Design and Implement Public Policies that Promote Sustainable Development.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI-0B1A0001'],,['Theory of Politics'],['Ground your political analyses through the application of principles from diverse theoretical perspectives in politics.'],['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],['Develop critical thinking skills.'],['Information Synthesis Techniques.'],['6'],
['CIEN22'],Scientifically analyze and develop methods for solving complex problems.,['6'],,Scientific Methodology,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-CIEN-0B2A0001,,Theory of Science,Ground your scientific analyses by applying the principles of science theory from different perspectives.,['6'],['PR-CIEN-0B2A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-CIEN-0B2A0001'],['Systemic Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
['POLI26'],Political and Social Problem Analysis and Resolution in the Mexican Context.,['6'],,Constitutional Law,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Evolución política y social del país desde la independencia hasta la actualidad,['6'],['PR-POLI26-0A10001'],,['Research'],Develop research on political and social topics using diverse methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Developing Effective Communication Skills.,Public Policy Analysis in Mexico.,['6'],
['POLI26'],Design and Implement Public Policies That Ensure Social and Economic Well-being in Mexico.,['6'],,Political Economy,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Economic Evolution of the Country from Independence to Present Day,['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on economic and social topics using various methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Develop Critical Analysis Skills.,Public Policy Evaluation in Mexico.,['6'],['Program']
['POLI26'],['Develop skills for analyzing and resolving complex political problems.'],['6'],,Critical Policy Analysis,Politics,['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Base your political arguments using relevant concepts and theories.,['6'],['PR-POLI26-0A10001'],,['Research'],"Develop research for the construction of proposals, projects or products related to policy.",['6'],['PR-POLI26-0A10001'],['Develop Critical Thinking.'],['Statistical Data Analysis'],['6'],
['POLI26'],Apply political concepts and theories to develop innovative solutions to social problems.,['6'],,['Critical Policy Analysis'],['Politics'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],['Base your political arguments using relevant concepts and theories.'],['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products related to policy.']",['6'],['PR-POLI26-0A10001'],Developing innovative thinking.,Public Policy Design,['6'],
['CIEN22'],['Develop skills for analyzing and solving complex scientific problems.'],['6'],,Scientific Method,Science,['6'],['6'],,['Development'],['On-site'],,['6'],PR-CIEN22-0A2C001,,['Theoretical and Historical Foundation'],Base your scientific arguments on relevant concepts and theories.,['6'],['PR-CIEN22-0A2C001'],,['Research'],"Develop research for the construction of proposals, projects or products related to science.",['6'],['PR-CIEN22-0A2C001'],['Develop Critical Thinking.'],['Statistical Data Analysis'],['Program'],['Learning Outcomes of the Program']
['POLI26'],Effective Public Policy Analysis and Design.,['6'],,Public Policy,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,Socio-Political Problem Analysis,Causes and Consequences of Local Social and Political Problems,National and International,['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on the implementation of public policies in different contexts.,['6'],['PR-POLI26-0A10001'],Developing skills for effective communication.,Presentation Techniques and Project Defense Methods.,['6']
['POLI26'],Assessment of Public Policy Impact on Society.,['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Socio-Political Problem Analysis'],['Causes and Consequences of Local Social and Political Problems'],['National and International'],['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on the evaluation of the impact of public policies in different contexts.,['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],Data Analysis and Statistics.,['6']
['CIEN22'],Mathematical Model Design and Application for Scientific Problem Solving.,['6'],,Physical Sciences,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-SCI22-0A20000,,['Complex Systems Analysis'],Systems Complexos,['6'],['PR-SCI22-0A20000'],,['Research'],Develop investigations on the application of mathematical models to solve scientific problems.,['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation Techniques and Project Defense Methods.'],['6'],
['INGE26'],Industrial Automation System Design and Development,['6'],,Industrial Engineering,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-INGE32-0A30000,,Industrial Process Analysis,"Industrial Processes, Determine the Variables Influencing them.",['6'],['PR-INGE32-0A30000'],,['Research'],Develops research on the application of industrial automation technologies.,['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],Design and Development of Prototypes.,['6'],['Program']
['POLI26'],['Effective Public Policy Analysis and Design.'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Socio-Political Problem Analysis'],['Causes and Consequences of Local Social and Political Problems'],['National and International'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develops research on the implementation of public policies in different contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Presentation Techniques and Project Defense Methods.'],['6']
['POLI26'],['Assessment of Public Policy Impact on Society.'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Socio-Political Problem Analysis'],['Causes and Consequences of Local Social and Political Problems'],['National and International'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develops research on the evaluation of the impact of public policies in different contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Data Analysis and Statistics.'],['6']
['CIEN22'],['Mathematical Model Design and Application for Scientific Problem Solving.'],['6'],,['Physical Sciences'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-SCI22-0A20000'],,['Complex Systems Analysis'],['Systems Complexos'],['6'],['PR-SCI22-0A20000'],,['Research'],['Develop investigations on the application of mathematical models to solve scientific problems.'],['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation Techniques and Project Defense Methods.'],['6'],
['INGE26'],['Industrial Automation System Design and Development'],['6'],,['Industrial Engineering'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-INGE32-0A30000'],,['Industrial Process Analysis'],"['Industrial Processes, Determine the Variables Influencing them.']",['6'],['PR-INGE32-0A30000'],,['Research'],['Develops research on the application of industrial automation technologies.'],['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],['Design and Development of Prototypes.'],['6'],['Program']
['POLI26'],Critical and Creative Analysis of Public Policies to Address Social Challenges.,['6'],,Assessment of Policies,['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],PR-POL24-0P1A001,,['Theoretical and Historical Foundation'],Foundations of your public policy proposals through the application of principles from theory and history of public policy and government management from different inclusion perspectives.,['6'],['PR-POL24-0P1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Systemic Thinking Development'],Complex Public Policy Analysis,['6'],
['POLI26'],Design and Evaluation of Social Programs for Addressing Public Health Problems.,['6'],,['Assessment of Policies'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POL24-0P1A001'],,['Theoretical and Historical Foundation'],['Foundations of your public policy proposals through the application of principles from theory and history of public policy and government management from different inclusion perspectives.'],['6'],['PR-POL24-0P1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Systemic Thinking Development'],Public Health Data Analysis,['6'],['Program']
['POLI26'],Assessing and evaluating public policies for effective decision-making in the local and national sphere.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Foundations of Public Policies from a Critical and Analytical Perspective.,['6'],['PR-POL24-0P1A001'],,['Research'],Conducts research for the evaluation of public policies and proposes improvements.,['6'],['PR-POL24-0P1A001'],['Develop Critical Thinking.'],Data Analysis for Decision Making.,['6'],
['POLI26'],Design and Implement Public Policy Programs that Solve Social and Environmental Problems.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-site'],,['6'],['PR-POL24-0P1A001'],,['Theoretical and Historical Foundation'],['Foundations of Public Policies from a Critical and Analytical Perspective.'],['6'],['PR-POL24-0P1A001'],,['Research'],['Conducts research for the evaluation of public policies and proposes improvements.'],['6'],['PR-POL24-0P1A001'],['Systemic Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
