Programa,Fines de Aprendizaje del Programa,Semestre,Clave de UF (GCA),Unidad de Formación,Tipo de UF,Semanas de la UF,Créditos Académicos de la UF,Criterios de Evaluación,Tipo de Evaluación,Formato de Impartición,"Otras Propiedades (ED, LAB, SOS, SH)",Competencia común ,Clave de la competencia,Disciplina de la Competencia,Nombre de la competencia,Descripción de la competencia,Subcompetencia común,Clave de la subcompetencia,Disciplina de la Subcompetencia,Nombre de la subcompetencia,Descripción de la subcompetencia,Elemento común,Clave del elemento,Elemento (Fin de Aprendizaje de la UF),Temas,Duración del Tema,Subtemas
['ARQ26'],Computer Systems Analysis and Design.,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Fundamentals'],Ground your design proposals by applying the principles of computer science and information theory from diverse inclusive perspectives.,['6'],['PR-INF26-0A10002'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Developing Systemic Thinking.'],['Introduction to Complex Systems.'],['6'],
['ARQ26'],Design and Implement Effective Algorithms for Specific Problems.,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Fundamentals'],['Ground your design proposals by applying the principles of computer science and information theory from diverse inclusive perspectives.'],['6'],['PR-INF26-0A10002'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Developing Systemic Thinking.'],['Information Synthesis Techniques.'],['6'],['Program']
['ARQ26'],Develop programming and data analysis skills to solve business problems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Fundamentals'],Ground your design proposals through the application of principles from programming theory and data analysis history.,['6'],['PR-INF26-0A10002'],,['Research'],"Develops research for the construction of solutions, projects or products using various methodologies and technological tools.",['6'],PR-ING26-0I1A003,['Developing Systemic Thinking.'],['Complex Text Analysis.'],['6'],
['ARQ26'],Develop innovative solutions using programming tools and languages in the business environment.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-ING26-0I1A003'],,['Theoretical and Historical Fundamentals'],['Ground your design proposals through the application of principles from programming theory and data analysis history.'],['6'],['PR-ING26-0I1A003'],,['Research'],"['Develops research for the construction of solutions, projects or products using various methodologies and technological tools.']",['6'],['PR-ING26-0I1A003'],['Developing Systemic Thinking.'],Design of Efficient Algorithms.,['6'],['Program']
Software Engineering,Develop skills for analyzing and designing computer solutions.,['6'],,Requirements Analysis,['Subject'],['6'],['6'],,['Development'],Virtual,,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Fundamentals'],Base Foundations of Your Design Proposals through the Application of Principles from Software Theory and History,['6'],['PR-INGE28-0B10002'],,['Research'],Develop investigations for the construction of software solutions using various methodologies and technological tools.,['6'],['PR-INGE28-0B10002'],['Developing Systemic Thinking.'],Software Design Techniques,['6'],
['Software Engineering'],Develop skills for implementing and testing computer solutions.,['6'],,['Requirements Analysis'],['Subject'],['6'],['6'],,['Development'],['Virtual'],,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Fundamentals'],['Base Foundations of Your Design Proposals through the Application of Principles from Software Theory and History'],['6'],['PR-INGE28-0B10002'],,['Research'],['Develop investigations for the construction of software solutions using various methodologies and technological tools.'],['6'],['PR-INGE28-0B10002'],['Developing Systemic Thinking.'],Software Testing and Debugging.,['6'],['Program']
['ARQ26'],Complex Problem Analysis and Resolution using Programming Languages,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Fundamentals'],Foundational principles for your design proposals through the application of the principles of computer science theory and history.,['6'],['PR-INF26-0A10002'],,['Research'],Develop research for the construction of algorithms and programs using various methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Developing Systemic Thinking.'],['Information Synthesis Techniques.'],['6'],
['ARQ26'],Design and Implement Secure and Scalable Information Systems,['6'],,Systems of Information,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Fundamentals'],['Foundational principles for your design proposals through the application of the principles of computer science theory and history.'],['6'],['PR-INF26-0A10002'],,['Research'],Develop research for the construction of information systems using diverse methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Developing Systemic Thinking.'],['Complex Systems Analysis.'],['6'],['Program']
POLI26,Develop skills for analyzing and evaluating public policies.,['6'],,Political Analysis,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-POLI26-0A10001,,['Theoretical and Historical Fundamentals'],Ground your analysis of public policies through the application of principles from theory and history of public policy from diverse perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],Develop Critical Thinking.,['Information Synthesis Techniques.'],['6'],
['POLI26'],Design and Implement Public Policies That Promote Social Welfare.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Fundamentals'],Ground your public policy proposals by applying the principles of theory and history of public policy from different perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],['Developing Systemic Thinking.'],['Complex Systems Analysis.'],['6'],['Program']
['POLI26'],Develop skills for analyzing and resolving complex political problems.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-POLIT27-0B1A001,,['Theoretical and Historical Fundamentals'],Ground your proposals for public policies by applying the principles of political theory and history from different perspectives.,['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Develop Critical Thinking.'],Political Information Analysis.,['6'],
['POLI26'],Decision Making Principles and Values in Political Governance,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLIT27-0B1A001'],,['Theoretical and Historical Fundamentals'],['Ground your proposals for public policies by applying the principles of political theory and history from different perspectives.'],['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Develop Critical Thinking.'],Political Impact Analysis.,['6'],
CIEN22,Develop skills for analyzing and resolving complex scientific problems.,['6'],,Physics,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-SCI22-0C1B001,,['Theoretical and Historical Fundamentals'],Foundate your research proposals on scientific investigation by applying the principles of scientific theory and history from different perspectives.,['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Developing Scientific Thinking.,Scientific Information Synthesis Techniques.,['6'],
['CIEN22'],Apply principles of experimentation and design to resolve scientific problems.,['6'],,['Physics'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-SCI22-0C1B001'],,['Theoretical and Historical Fundamentals'],['Foundate your research proposals on scientific investigation by applying the principles of scientific theory and history from different perspectives.'],['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Developing Experimental Thinking.,Scientific Data Analysis,['6'],['Program']
['POLI26'],Analyze and develop public policies that address global challenges.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-POLI-0B1A0001,,Theory of Politics,Ground your political analyses by applying the principles of political theory from different perspectives.,['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],Developing Critical Thinking Ability,Statistical Data Analysis,['6'],
['POLI26'],Designing and implementing public policies that promote sustainable development.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI-0B1A0001'],,['Theory of Politics'],['Ground your political analyses by applying the principles of political theory from different perspectives.'],['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],['Developing Critical Thinking Ability'],['Information Synthesis Techniques.'],['6'],
['CIEN22'],Develop scientific methods to solve complex problems.,['6'],,Scientific Methodology,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-CIEN-0B2A0001,,Science Theory,Ground your scientific analyses through the application of principles from different perspectives of science theory.,['6'],['PR-CIEN-0B2A0001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-CIEN-0B2A0001'],['Developing Systemic Thinking.'],['Complex Systems Analysis.'],['6'],['Program']
['POLI26'],Political and Social Problem Analysis and Resolution in the Mexican Context.,['6'],,Constitutional Law,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Fundamentals'],"Country Evolution, Politics, and Social Development from Independence to Present Day",['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on political and social issues using various methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Develop effective communication skills.,Mexican Public Policy Analysis,['6'],
['POLI26'],Design and Implement Public Policies that Ensure Social and Economic Well-being in Mexico.,['6'],,Political Economy,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Fundamentals'],Economic Evolution of the Country from Independence to the Present Day,['6'],['PR-POLI26-0A10001'],,['Research'],Develop research on economic and social topics using various methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Develop critical thinking skills.,Assessment of Public Policies in Mexico.,['6'],['Program']
['POLI26'],['Develop skills for analyzing and resolving complex political problems.'],['6'],,Critical Policy Analysis,Politics,['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Fundamentals'],Ground your political arguments using relevant concepts and theories.,['6'],['PR-POLI26-0A10001'],,['Research'],"Develop research for the construction of proposals, projects or products related to policy.",['6'],['PR-POLI26-0A10001'],['Develop Critical Thinking.'],['Statistical Data Analysis'],['6'],
['POLI26'],Applying Political Concepts and Theories to Develop Innovative Solutions to Social Problems.,['6'],,['Critical Policy Analysis'],['Politics'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Fundamentals'],['Ground your political arguments using relevant concepts and theories.'],['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products related to policy.']",['6'],['PR-POLI26-0A10001'],Developing innovative thinking.,Public Policy Design,['6'],
['CIEN22'],['Develop skills for analyzing and resolving complex scientific problems.'],['6'],,Scientific Method,Science,['6'],['6'],,['Development'],['On-Site'],,['6'],PR-CIEN22-0A2C001,,['Theoretical and Historical Fundamentals'],Ground your scientific arguments using relevant concepts and theories.,['6'],['PR-CIEN22-0A2C001'],,['Research'],"Develop research for the construction of proposals, projects or products related to science.",['6'],['PR-CIEN22-0A2C001'],['Develop Critical Thinking.'],['Statistical Data Analysis'],['Program'],['Learning Outcomes of the Program']
['POLI26'],Effective Public Policy Analysis and Design,['6'],,Public Policy,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,Analysis of Socio-Political Problems,Causes of Social and Political Problems at the Local Level,National and International.,['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on the implementation of public policies in different contexts.,['6'],['PR-POLI26-0A10001'],Developing skills for effective communication.,Presentation and Project Defense Techniques.,['6']
['POLI26'],Assessment of Public Policy Impact on Society.,['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Analysis of Socio-Political Problems'],['Causes of Social and Political Problems at the Local Level'],['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],Develop research on assessing the impact of public policies in various contexts.,['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],Data Analysis and Statistics,['6']
['CIEN22'],Mathematical Modeling and Its Application in Scientific Problem-Solving.,['6'],,Physics Sciences,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-SCI22-0A20000,,['Complex Systems Analysis.'],"Systems Complexity, Variables Influencing Them",['6'],['PR-SCI22-0A20000'],,['Research'],Develops research on the application of mathematical models to solve scientific problems.,['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation and Project Defense Techniques.'],['6'],
['INGE26'],Industrial Automation System Design and Development,['6'],,Industrial Engineering,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-INGE32-0A30000,,Industrial Process Analysis,Process Analysis and Identification of Influencing Variables,['6'],['PR-INGE32-0A30000'],,['Research'],Develop investigations on the application of industrial automation technologies.,['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],Design and Development of Prototypes.,['6'],['Program']
['POLI26'],['Effective Public Policy Analysis and Design'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Analysis of Socio-Political Problems'],['Causes of Social and Political Problems at the Local Level'],['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develops research on the implementation of public policies in different contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Presentation and Project Defense Techniques.'],['6']
['POLI26'],['Assessment of Public Policy Impact on Society.'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Analysis of Socio-Political Problems'],['Causes of Social and Political Problems at the Local Level'],['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develop research on assessing the impact of public policies in various contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Data Analysis and Statistics'],['6']
['CIEN22'],['Mathematical Modeling and Its Application in Scientific Problem-Solving.'],['6'],,['Physics Sciences'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-SCI22-0A20000'],,['Complex Systems Analysis.'],"['Systems Complexity, Variables Influencing Them']",['6'],['PR-SCI22-0A20000'],,['Research'],['Develops research on the application of mathematical models to solve scientific problems.'],['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation and Project Defense Techniques.'],['6'],
['INGE26'],['Industrial Automation System Design and Development'],['6'],,['Industrial Engineering'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-INGE32-0A30000'],,['Industrial Process Analysis'],['Process Analysis and Identification of Influencing Variables'],['6'],['PR-INGE32-0A30000'],,['Research'],['Develop investigations on the application of industrial automation technologies.'],['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],['Design and Development of Prototypes.'],['6'],['Program']
['POLI26'],Critical and Creative Analysis of Public Policies for Addressing Social Challenges.,['6'],,Assessment of Policies,['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],PR-POL24-0P1A001,,['Theoretical and Historical Fundamentals'],Ground your policy proposals through the application of principles from public policy theory and government management history from different inclusion perspectives.,['6'],['PR-POL24-0P1A001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Developing Systemic Thinking.'],Complex Public Policy Analysis.,['6'],
['POLI26'],Social Program Design and Evaluation for Public Health Problem Solving.,['6'],,['Assessment of Policies'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POL24-0P1A001'],,['Theoretical and Historical Fundamentals'],['Ground your policy proposals through the application of principles from public policy theory and government management history from different inclusion perspectives.'],['6'],['PR-POL24-0P1A001'],,['Research'],"['Develops research for the construction of proposals, projects or products using diverse methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Developing Systemic Thinking.'],Public Health Data Analysis,['6'],['Program']
['POLI26'],Analyze and Evaluate Public Policies for Effective Decision-Making in Local and National Settings.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['On-Site'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Fundamentals'],Foundational Public Policy from a Critical and Analytical Perspective.,['6'],['PR-POL24-0P1A001'],,['Research'],Conduct research for the evaluation of public policies and propose improvements.,['6'],['PR-POL24-0P1A001'],['Develop Critical Thinking.'],Data Analysis for Decision Making,['6'],
