Programa,Fines de Aprendizaje del Programa,Semestre,Clave de UF (GCA),Unidad de Formación,Tipo de UF,Semanas de la UF,Créditos Académicos de la UF,Criterios de Evaluación,Tipo de Evaluación,Formato de Impartición,"Otras Propiedades (ED, LAB, SOS, SH)",Competencia común ,Clave de la competencia,Disciplina de la Competencia,Nombre de la competencia,Descripción de la competencia,Subcompetencia común,Clave de la subcompetencia,Disciplina de la Subcompetencia,Nombre de la subcompetencia,Descripción de la subcompetencia,Elemento común,Clave del elemento,Elemento (Fin de Aprendizaje de la UF),Temas,Duración del Tema,Subtemas
['INGE26'],Designing and developing efficient and scalable computer systems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-IN29-0B10000'],,['Algorithm Analysis'],['Evaluación y Comparación de Algoritmos mediante Conceptos de Teoría de Complejidad'],['6'],['PR-INF26-0A10002'],,['Research'],['Designs and implements solutions for specific problems using programming languages.'],['6'],['PR-IN29-0B10000'],Develop Critical Analysis Skills,Operating Systems,['6'],['Program']
['INGE26'],Design and develop information systems for decision-making.,['6'],,Analysis,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-IN29-0B10000'],,['Theoretical and Historical Foundation'],Ground your design proposals through the application of principles from the theory and history of engineering and information from different inclusive perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],PR-INGE28-0B10002,['Systems Thinking Development'],System Modeling Techniques.,['6'],
['INGE26'],['Design and develop information systems for decision-making.'],['6'],,['Analysis'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals through the application of principles from the theory and history of engineering and information from different inclusive perspectives.'],['6'],['PR-INGE28-0B10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE28-0B10002'],['Systems Thinking Development'],Data Analysis and Visualization,['6'],['Program']
['INGE26'],Developing effective communication skills in English for interaction with native and non-native speakers.,['6'],,Communication,['Subject'],['6'],['6'],,['Development'],Online,,['6'],PR-INGL-0B1A001,,Linguistic Foundation,Ground your communication proposals by applying the principles of English grammar and phonetics.,['6'],['PR-INGL-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGL-0B1A001'],Developing Auditory Comprehension.,Active Listening Techniques.,['6'],
['INGE26'],Analyze and comprehend texts in English to apply knowledge in different contexts.,['6'],,['Communication'],['Subject'],['6'],['6'],,['Development'],['Online'],,['6'],['PR-INGL-0B1A001'],,['Linguistic Foundation'],['Ground your communication proposals by applying the principles of English grammar and phonetics.'],['6'],['PR-INGL-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGL-0B1A001'],Develop Reading Comprehension,Complex Text Analysis,['6'],['Program']
['INGE26'],Develop skills for analysis and problem-solving in engineering.,['6'],,Calculator,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGE26-0A1B001'],,Foundations of Engineering,Ground your design proposals through the application of principles from engineering theory and history from diverse inclusion perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systems Thinking Development'],['Information Synthesis Techniques.'],['6'],
['INGE26'],Develop systems analysis and design for engineering problem-solving.,['6'],,['Calculator'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGE26-0A1B001'],,['Foundations of Engineering'],['Ground your design proposals through the application of principles from engineering theory and history from diverse inclusion perspectives.'],['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systems Thinking Development'],Complex Systems Analysis,['6'],['Program']
['ARQ26'],Design and develop computational solutions for complex problems.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],Ground your design proposals through the application of principles from the theory and history of computer science and information technology from different inclusion perspectives.,['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systems Thinking Development'],['Information Synthesis Techniques.'],['6'],
['ARQ26'],Designing and analyzing information systems to solve problems in complex environments.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],['Ground your design proposals through the application of principles from the theory and history of computer science and information technology from different inclusion perspectives.'],['6'],['PR-INGE26-0A1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INGE26-0A1B001'],['Systems Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
['INGE26'],Develop skills for analyzing and solving problems in the field of software engineering.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGL-0B1A001'],,['Algorithm Analysis'],Design and analyze algorithms for solving problems in software engineering.,['6'],['PR-INGL-0B1A001'],,['Research'],Conduct research on specific problems in the field of software engineering.,['6'],['PR-INGL-0B1A001'],Develop programming skills.,Advanced Programming Techniques.,['6'],
['INGE26'],Design and develop innovative solutions in the field of software engineering.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGL-0B1A001'],,['Algorithm Analysis'],['Design and analyze algorithms for solving problems in software engineering.'],['6'],['PR-INGL-0B1A001'],,['Research'],['Conduct research on specific problems in the field of software engineering.'],['6'],['PR-INGL-0B1A001'],['Develop programming skills.'],Software Development Projects,['6'],['Program']
['ARQ26'],Computer Systems Analysis and Design.,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],Ground your design proposals by applying the principles of computer science and information technology theory and history from diverse inclusion perspectives.,['6'],['PR-INF26-0A10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Systems Thinking Development'],['Introduction to Complex Systems.'],['6'],
['ARQ26'],Design and Implement Effective Algorithms for Specific Problems.,['6'],,['Development'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals by applying the principles of computer science and information technology theory and history from diverse inclusion perspectives.'],['6'],['PR-INF26-0A10002'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-INF26-0A10002'],['Systems Thinking Development'],['Information Synthesis Techniques.'],['6'],['Program']
['ARQ26'],Develop skills in programming and data analysis to solve problems in the business field.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGE26-0A1B001'],,['Theoretical and Historical Foundation'],"Foundations of Design Proposals Based on the Application of Principles from Programming Theory, History, and Data Analysis.",['6'],['PR-INF26-0A10002'],,['Research'],"Develop investigations for the construction of solutions, projects or products utilizing various methodologies and technological tools.",['6'],PR-ING26-0I1A003,['Systems Thinking Development'],['Complex Text Analysis'],['6'],
['ARQ26'],Develop innovative solutions for the business sector using programming tools and languages.,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-ING26-0I1A003'],,['Theoretical and Historical Foundation'],"['Foundations of Design Proposals Based on the Application of Principles from Programming Theory, History, and Data Analysis.']",['6'],['PR-ING26-0I1A003'],,['Research'],"['Develop investigations for the construction of solutions, projects or products utilizing various methodologies and technological tools.']",['6'],['PR-ING26-0I1A003'],['Systems Thinking Development'],Design of Efficient Algorithms.,['6'],['Program']
Software Engineering,Developing skills for analyzing and designing computational solutions.,['6'],,Requirements Analysis,['Subject'],['6'],['6'],,['Development'],Virtual,,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],Base your design proposals on the application of principles from software theory and history.,['6'],['PR-INGE28-0B10002'],,['Research'],Develops research for the construction of software solutions using various methodologies and technological tools.,['6'],['PR-INGE28-0B10002'],['Systems Thinking Development'],Software Design Techniques.,['6'],
['Software Engineering'],Develop skills to implement and test computational solutions.,['6'],,['Requirements Analysis'],['Subject'],['6'],['6'],,['Development'],['Virtual'],,['6'],['PR-INGE28-0B10002'],,['Theoretical and Historical Foundation'],['Base your design proposals on the application of principles from software theory and history.'],['6'],['PR-INGE28-0B10002'],,['Research'],['Develops research for the construction of software solutions using various methodologies and technological tools.'],['6'],['PR-INGE28-0B10002'],['Systems Thinking Development'],Software Testing and Debugging.,['6'],['Program']
['ARQ26'],Complex Problem Solving Using Programming Languages,['6'],,['Algorithms'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],Ground your design proposals through the application of principles from the theory and history of computing.,['6'],['PR-INF26-0A10002'],,['Research'],Develop research for the construction of algorithms and programs using diverse methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Systems Thinking Development'],['Information Synthesis Techniques.'],['6'],
['ARQ26'],Design and Implement Secure and Scalable Information Systems,['6'],,Information Systems,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INF26-0A10002'],,['Theoretical and Historical Foundation'],['Ground your design proposals through the application of principles from the theory and history of computing.'],['6'],['PR-INF26-0A10002'],,['Research'],Develops research for the construction of information systems using various methodologies and technological tools.,['6'],['PR-INF26-0A10002'],['Systems Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
POLI26,Develop skills for analyzing and evaluating public policies.,['6'],,Political Analysis,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-POLI26-0A10001,,['Theoretical and Historical Foundation'],Foundations of Public Policy Analysis through the Application of Principles from Theory and History of Public Policy from Diverse Perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],Critical Thinking Development,['Information Synthesis Techniques.'],['6'],
['POLI26'],Design and Implement Public Policies that Promote Social Welfare.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Ground your public policy proposals by applying the principles of public policy theory and history from different perspectives.,['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI26-0A10001'],['Systems Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
['POLI26'],Develop skills for analyzing and resolving complex political problems.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-POLIT27-0B1A001,,['Theoretical and Historical Foundation'],Ground your proposals for public policies by applying the principles of political theory and history from various perspectives.,['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Critical Thinking Development'],Political Information Analysis,['6'],
['POLI26'],Applying ethical principles and values in political decision-making.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLIT27-0B1A001'],,['Theoretical and Historical Foundation'],['Ground your proposals for public policies by applying the principles of political theory and history from various perspectives.'],['6'],['PR-POLIT27-0B1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLIT27-0B1A001'],['Critical Thinking Development'],Political Impact Analysis,['6'],
CIEN22,Develop skills for analyzing and resolving complex scientific problems.,['6'],,Physics,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-SCI22-0C1B001,,['Theoretical and Historical Foundation'],Ground your research proposals scientifically by applying the principles of scientific theory and history from diverse perspectives.,['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Develop scientific thinking.,Scientific Information Synthesis Techniques.,['6'],
['CIEN22'],Apply principles of experimentation and design to solve scientific problems.,['6'],,['Physics'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-SCI22-0C1B001'],,['Theoretical and Historical Foundation'],['Ground your research proposals scientifically by applying the principles of scientific theory and history from diverse perspectives.'],['6'],['PR-SCI22-0C1B001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-SCI22-0C1B001'],Developing Experimental Thinking,Scientific Data Analysis.,['6'],['Program']
['POLI26'],Analyze and develop public policies that address global challenges.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-POLI-0B1A0001,,Theory of Politics,Ground your political analyses by applying the principles of political theory from different perspectives.,['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],Critical Thinking Development,Statistical Data Analysis.,['6'],
['POLI26'],Designing and Implementing Public Policies That Promote Sustainable Development.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI-0B1A0001'],,['Theory of Politics'],['Ground your political analyses by applying the principles of political theory from different perspectives.'],['6'],['PR-POLI-0B1A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POLI-0B1A0001'],['Critical Thinking Development'],['Information Synthesis Techniques.'],['6'],
['CIEN22'],Develop and refine scientific methods for solving complex problems.,['6'],,Scientific Methodology,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-CIEN-0B2A0001,,Theory of Science,Foundations of your scientific analyses through the application of principles from science theory from diverse perspectives.,['6'],['PR-CIEN-0B2A0001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-CIEN-0B2A0001'],['Systems Thinking Development'],['Complex Systems Analysis'],['6'],['Program']
['POLI26'],Political and Social Problem Analysis and Resolution in the Mexican Context.,['6'],,Constitutional Law,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Historical Development of the Country from Independence to the Present Day,['6'],['PR-POLI26-0A10001'],,['Research'],Develop research on political and social themes using various methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Develop effective communication skills.,Analysis of Mexican Public Policy.,['6'],
['POLI26'],Designing and implementing public policies to ensure social and economic well-being in Mexico.,['6'],,Political Economy,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Economic Evolution of the Country from Independence to Present Day,['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on economic and social topics using various methodologies and technological tools.,['6'],['PR-POLI26-0A10001'],Develop Critical Thinking Skills.,Public Policy Evaluation in Mexico.,['6'],['Program']
['POLI26'],['Develop skills for analyzing and resolving complex political problems.'],['6'],,Critical Policy Analysis,Politics,['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Ground your political arguments using relevant concepts and theories.,['6'],['PR-POLI26-0A10001'],,['Research'],"Develop research for the construction of proposals, projects or products related to policy.",['6'],['PR-POLI26-0A10001'],['Critical Thinking Development'],['Statistical Data Analysis.'],['6'],
['POLI26'],Apply political concepts and theories to develop innovative solutions to social problems.,['6'],,['Critical Policy Analysis'],['Politics'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],['Ground your political arguments using relevant concepts and theories.'],['6'],['PR-POLI26-0A10001'],,['Research'],"['Develop research for the construction of proposals, projects or products related to policy.']",['6'],['PR-POLI26-0A10001'],Developing Innovative Thinking.,Public Policy Design.,['6'],
['CIEN22'],['Develop skills for analyzing and resolving complex scientific problems.'],['6'],,Scientific Method,Science,['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-CIEN22-0A2C001,,['Theoretical and Historical Foundation'],Ground your scientific arguments using relevant concepts and theories.,['6'],['PR-CIEN22-0A2C001'],,['Research'],"Develop research for the construction of proposals, projects or products related to science.",['6'],['PR-CIEN22-0A2C001'],['Critical Thinking Development'],['Statistical Data Analysis.'],['Program'],['Learning Outcomes of the Program']
['POLI26'],Effective Public Policy Analysis and Design,['6'],,Public Policy,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,Social-Political Problem Analysis,Local Social and Political Problems Analysis and Consequences,National and International.,['6'],['PR-POLI26-0A10001'],,['Research'],Develops research on the implementation of public policies in different contexts.,['6'],['PR-POLI26-0A10001'],Developing skills for effective communication.,Presentation Techniques and Project Defense,['6']
['POLI26'],Assessment of Public Policy Impact on Society.,['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Social-Political Problem Analysis'],['Local Social and Political Problems Analysis and Consequences'],['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],Develop research on evaluating the impact of public policies in various contexts.,['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],Data Analysis and Statistics,['6']
['CIEN22'],Mathematical Model Design and Application for Scientific Problem Solving.,['6'],,Physics Sciences,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-SCI22-0A20000,,['Complex Systems Analysis'],"Complex Systems, Determining Influencing Variables",['6'],['PR-SCI22-0A20000'],,['Research'],Develops research on the application of mathematical models to solve scientific problems.,['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation Techniques and Project Defense'],['6'],
['INGE26'],Industrial Automation System Design and Development.,['6'],,Industrial Engineering,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-INGE32-0A30000,,Industrial Process Analysis,Industrial Processes Analysis and Determination of Influencing Variables,['6'],['PR-INGE32-0A30000'],,['Research'],Develop research on the application of industrial automation technologies.,['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],Design and Development of Prototypes.,['6'],['Program']
['POLI26'],['Effective Public Policy Analysis and Design'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Social-Political Problem Analysis'],['Local Social and Political Problems Analysis and Consequences'],['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develops research on the implementation of public policies in different contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Presentation Techniques and Project Defense'],['6']
['POLI26'],['Assessment of Public Policy Impact on Society.'],['6'],,['Public Policy'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Social-Political Problem Analysis'],['Local Social and Political Problems Analysis and Consequences'],['National and International.'],['6'],['PR-POLI26-0A10001'],,['Research'],['Develop research on evaluating the impact of public policies in various contexts.'],['6'],['PR-POLI26-0A10001'],['Developing skills for effective communication.'],['Data Analysis and Statistics'],['6']
['CIEN22'],['Mathematical Model Design and Application for Scientific Problem Solving.'],['6'],,['Physics Sciences'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-SCI22-0A20000'],,['Complex Systems Analysis'],"['Complex Systems, Determining Influencing Variables']",['6'],['PR-SCI22-0A20000'],,['Research'],['Develops research on the application of mathematical models to solve scientific problems.'],['6'],['PR-SCI22-0A20000'],['Developing skills for effective communication.'],['Presentation Techniques and Project Defense'],['6'],
['INGE26'],['Industrial Automation System Design and Development.'],['6'],,['Industrial Engineering'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-INGE32-0A30000'],,['Industrial Process Analysis'],['Industrial Processes Analysis and Determination of Influencing Variables'],['6'],['PR-INGE32-0A30000'],,['Research'],['Develop research on the application of industrial automation technologies.'],['6'],['PR-INGE32-0A30000'],['Developing skills for effective communication.'],['Design and Development of Prototypes.'],['6'],['Program']
['POLI26'],Critical and Creative Analysis of Public Policies to Address Social Challenges.,['6'],,Evaluation of Policies,['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],PR-POL24-0P1A001,,['Theoretical and Historical Foundation'],Ground your public policy proposals by applying the principles of theory and history of public policy and government management from diverse perspectives of inclusion.,['6'],['PR-POL24-0P1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Systems Thinking Development'],Complex Public Policy Analysis.,['6'],
['POLI26'],Design and Evaluation of Social Programs to Address Public Health Problems.,['6'],,['Evaluation of Policies'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POL24-0P1A001'],,['Theoretical and Historical Foundation'],['Ground your public policy proposals by applying the principles of theory and history of public policy and government management from diverse perspectives of inclusion.'],['6'],['PR-POL24-0P1A001'],,['Research'],"['Develop research for the construction of proposals, projects or products using various methodologies and technological tools.']",['6'],['PR-POL24-0P1A001'],['Systems Thinking Development'],Public Health Data Analysis,['6'],['Program']
['POLI26'],Assess and Evaluate Public Policies for Effective Decision Making in Local and National Settings.,['6'],,['Political Analysis'],['Subject'],['6'],['6'],,['Development'],['Face-to-Face'],,['6'],['PR-POLI26-0A10001'],,['Theoretical and Historical Foundation'],Ground public policies from a critical and analytical perspective.,['6'],['PR-POL24-0P1A001'],,['Research'],Conducts research for the evaluation of public policies and proposes improvements.,['6'],['PR-POL24-0P1A001'],['Critical Thinking Development'],Data Analysis for Decision Making.,['6'],
